Year,STATE,STATENAME,ST_CASE,VEH_NO,DRDISTRACT,DRDISTRACTNAME
2018,4,Arizona,40605,1,96,Not Reported
2018,4,Arizona,40605,2,0,Not Distracted
2018,4,Arizona,40606,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40607,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40608,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40608,2,0,Not Distracted
2018,4,Arizona,40609,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40610,1,0,Not Distracted
2018,4,Arizona,40610,2,0,Not Distracted
2018,4,Arizona,40611,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40611,2,0,Not Distracted
2018,4,Arizona,40612,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40613,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40614,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40615,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40615,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40616,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40617,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40617,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40617,3,0,Not Distracted
2018,4,Arizona,40618,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40619,1,12,"Distracted by Outside Person, Object or Event"
2018,4,Arizona,40619,2,0,Not Distracted
2018,4,Arizona,40620,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40621,1,0,Not Distracted
2018,4,Arizona,40622,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40623,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40624,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40624,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40626,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40627,1,0,Not Distracted
2018,4,Arizona,40628,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40629,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40630,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40630,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40631,1,96,Not Reported
2018,4,Arizona,40632,1,0,Not Distracted
2018,4,Arizona,40632,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40633,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40634,1,0,Not Distracted
2018,4,Arizona,40635,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40636,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40637,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40637,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40637,3,0,Not Distracted
2018,4,Arizona,40638,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40639,1,0,Not Distracted
2018,4,Arizona,40640,1,0,Not Distracted
2018,4,Arizona,40640,2,0,Not Distracted
2018,4,Arizona,40641,1,0,Not Distracted
2018,4,Arizona,40641,2,0,Not Distracted
2018,4,Arizona,40642,1,0,Not Distracted
2018,4,Arizona,40643,1,0,Not Distracted
2018,4,Arizona,40644,1,0,Not Distracted
2018,4,Arizona,40645,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40645,2,0,Not Distracted
2018,4,Arizona,40645,3,0,Not Distracted
2018,4,Arizona,40646,1,0,Not Distracted
2018,4,Arizona,40647,1,0,Not Distracted
2018,4,Arizona,40648,1,0,Not Distracted
2018,4,Arizona,40649,1,0,Not Distracted
2018,4,Arizona,40650,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40650,2,0,Not Distracted
2018,4,Arizona,40650,3,0,Not Distracted
2018,4,Arizona,40651,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40651,2,0,Not Distracted
2018,4,Arizona,40652,1,0,Not Distracted
2018,4,Arizona,40653,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40653,2,0,Not Distracted
2018,4,Arizona,40653,3,0,Not Distracted
2018,4,Arizona,40653,4,0,Not Distracted
2018,4,Arizona,40654,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40654,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40654,3,99,Reported as Unknown if Distracted
2018,4,Arizona,40655,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40656,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40657,1,0,Not Distracted
2018,4,Arizona,40657,2,0,Not Distracted
2018,4,Arizona,40658,1,0,Not Distracted
2018,4,Arizona,40658,2,0,Not Distracted
2018,4,Arizona,40659,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40660,1,0,Not Distracted
2018,4,Arizona,40660,2,0,Not Distracted
2018,4,Arizona,40661,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40661,2,0,Not Distracted
2018,4,Arizona,40662,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40662,2,0,Not Distracted
2018,4,Arizona,40662,3,0,Not Distracted
2018,4,Arizona,40663,1,0,Not Distracted
2018,4,Arizona,40664,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40664,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40665,1,96,Not Reported
2018,4,Arizona,40665,2,0,Not Distracted
2018,4,Arizona,40665,3,0,Not Distracted
2018,4,Arizona,40666,1,0,Not Distracted
2018,4,Arizona,40667,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40668,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40669,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40670,1,0,Not Distracted
2018,4,Arizona,40671,1,0,Not Distracted
2018,4,Arizona,40672,1,0,Not Distracted
2018,4,Arizona,40673,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40674,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40674,2,0,Not Distracted
2018,4,Arizona,40674,3,0,Not Distracted
2018,4,Arizona,40674,4,0,Not Distracted
2018,4,Arizona,40674,5,0,Not Distracted
2018,4,Arizona,40674,6,0,Not Distracted
2018,4,Arizona,40674,7,0,Not Distracted
2018,4,Arizona,40675,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40675,2,0,Not Distracted
2018,4,Arizona,40676,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40676,2,0,Not Distracted
2018,4,Arizona,40677,1,0,Not Distracted
2018,4,Arizona,40677,2,0,Not Distracted
2018,4,Arizona,40678,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40678,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40679,1,0,Not Distracted
2018,4,Arizona,40680,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40681,1,0,Not Distracted
2018,4,Arizona,40682,1,10,While Using or Reaching for Device/Object Brought into Vehicle
2018,4,Arizona,40682,2,0,Not Distracted
2018,4,Arizona,40683,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40684,1,0,Not Distracted
2018,4,Arizona,40684,2,0,Not Distracted
2018,4,Arizona,40684,3,0,Not Distracted
2018,4,Arizona,40684,4,0,Not Distracted
2018,4,Arizona,40685,1,96,Not Reported
2018,4,Arizona,40686,1,0,Not Distracted
2018,4,Arizona,40686,2,0,Not Distracted
2018,4,Arizona,40687,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40688,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40688,2,0,Not Distracted
2018,4,Arizona,40689,1,0,Not Distracted
2018,4,Arizona,40689,2,0,Not Distracted
2018,4,Arizona,40690,1,0,Not Distracted
2018,4,Arizona,40691,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40692,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40693,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40693,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40694,1,0,Not Distracted
2018,4,Arizona,40695,1,0,Not Distracted
2018,4,Arizona,40696,1,0,Not Distracted
2018,4,Arizona,40696,2,0,Not Distracted
2018,4,Arizona,40697,1,0,Not Distracted
2018,4,Arizona,40698,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40698,2,0,Not Distracted
2018,4,Arizona,40699,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40699,2,0,Not Distracted
2018,4,Arizona,40699,3,0,Not Distracted
2018,4,Arizona,40700,1,0,Not Distracted
2018,4,Arizona,40700,2,0,Not Distracted
2018,4,Arizona,40701,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40702,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40703,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40704,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40705,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40705,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40706,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40707,1,0,Not Distracted
2018,4,Arizona,40707,2,0,Not Distracted
2018,4,Arizona,40707,3,0,Not Distracted
2018,4,Arizona,40708,1,0,Not Distracted
2018,4,Arizona,40709,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40709,2,0,Not Distracted
2018,4,Arizona,40710,1,0,Not Distracted
2018,4,Arizona,40711,1,0,Not Distracted
2018,4,Arizona,40711,2,16,No Driver Present/Unknown if Driver present
2018,4,Arizona,40712,1,0,Not Distracted
2018,4,Arizona,40713,1,96,Not Reported
2018,4,Arizona,40714,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40715,1,0,Not Distracted
2018,4,Arizona,40716,1,0,Not Distracted
2018,4,Arizona,40716,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40717,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40718,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40719,1,15,Other Cellular Phone Related
2018,4,Arizona,40720,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40720,2,0,Not Distracted
2018,4,Arizona,40720,3,0,Not Distracted
2018,4,Arizona,40721,1,0,Not Distracted
2018,4,Arizona,40721,2,0,Not Distracted
2018,4,Arizona,40721,3,0,Not Distracted
2018,4,Arizona,40722,1,0,Not Distracted
2018,4,Arizona,40723,1,0,Not Distracted
2018,4,Arizona,40724,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40725,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40726,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40727,1,0,Not Distracted
2018,4,Arizona,40728,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40729,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40730,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40731,1,0,Not Distracted
2018,4,Arizona,40731,2,0,Not Distracted
2018,4,Arizona,40732,1,0,Not Distracted
2018,4,Arizona,40732,2,0,Not Distracted
2018,4,Arizona,40733,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40734,1,0,Not Distracted
2018,4,Arizona,40735,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40736,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40737,1,0,Not Distracted
2018,4,Arizona,40738,1,0,Not Distracted
2018,4,Arizona,40739,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40739,2,0,Not Distracted
2018,4,Arizona,40740,1,96,Not Reported
2018,4,Arizona,40740,2,0,Not Distracted
2018,4,Arizona,40740,3,0,Not Distracted
2018,4,Arizona,40740,4,0,Not Distracted
2018,4,Arizona,40740,5,0,Not Distracted
2018,4,Arizona,40740,6,0,Not Distracted
2018,4,Arizona,40741,1,0,Not Distracted
2018,4,Arizona,40742,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40742,2,0,Not Distracted
2018,4,Arizona,40742,3,0,Not Distracted
2018,4,Arizona,40743,1,0,Not Distracted
2018,4,Arizona,40744,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40744,2,96,Not Reported
2018,4,Arizona,40745,1,10,While Using or Reaching for Device/Object Brought into Vehicle
2018,4,Arizona,40746,1,96,Not Reported
2018,4,Arizona,40746,2,96,Not Reported
2018,4,Arizona,40747,1,0,Not Distracted
2018,4,Arizona,40748,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40749,1,0,Not Distracted
2018,4,Arizona,40749,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40750,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40751,1,0,Not Distracted
2018,4,Arizona,40752,1,0,Not Distracted
2018,4,Arizona,40753,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40753,2,0,Not Distracted
2018,4,Arizona,40754,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40755,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40756,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40756,2,0,Not Distracted
2018,4,Arizona,40756,3,0,Not Distracted
2018,4,Arizona,40757,1,0,Not Distracted
2018,4,Arizona,40758,1,0,Not Distracted
2018,4,Arizona,40758,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40759,1,0,Not Distracted
2018,4,Arizona,40760,1,0,Not Distracted
2018,4,Arizona,40761,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40762,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40762,2,0,Not Distracted
2018,4,Arizona,40763,1,0,Not Distracted
2018,4,Arizona,40764,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40765,1,96,Not Reported
2018,4,Arizona,40766,1,0,Not Distracted
2018,4,Arizona,40767,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40767,2,0,Not Distracted
2018,4,Arizona,40768,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40768,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40769,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40769,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40770,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40770,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40771,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40772,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40773,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40774,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40775,1,0,Not Distracted
2018,4,Arizona,40775,2,0,Not Distracted
2018,4,Arizona,40775,3,0,Not Distracted
2018,4,Arizona,40776,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40776,2,0,Not Distracted
2018,4,Arizona,40777,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40778,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40779,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40780,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40780,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40781,1,96,Not Reported
2018,4,Arizona,40781,2,0,Not Distracted
2018,4,Arizona,40782,1,0,Not Distracted
2018,4,Arizona,40783,1,0,Not Distracted
2018,4,Arizona,40783,2,0,Not Distracted
2018,4,Arizona,40784,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40785,1,0,Not Distracted
2018,4,Arizona,40786,1,0,Not Distracted
2018,4,Arizona,40786,2,0,Not Distracted
2018,4,Arizona,40787,1,0,Not Distracted
2018,4,Arizona,40787,2,0,Not Distracted
2018,4,Arizona,40788,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40789,1,0,Not Distracted
2018,4,Arizona,40789,2,96,Not Reported
2018,4,Arizona,40790,1,0,Not Distracted
2018,4,Arizona,40791,1,0,Not Distracted
2018,4,Arizona,40791,2,0,Not Distracted
2018,4,Arizona,40792,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40792,2,0,Not Distracted
2018,4,Arizona,40794,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40795,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40795,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40796,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40796,2,0,Not Distracted
2018,4,Arizona,40797,1,0,Not Distracted
2018,4,Arizona,40798,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40799,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40800,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40801,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40802,1,0,Not Distracted
2018,4,Arizona,40803,1,0,Not Distracted
2018,4,Arizona,40804,1,0,Not Distracted
2018,4,Arizona,40804,2,0,Not Distracted
2018,4,Arizona,40804,3,0,Not Distracted
2018,4,Arizona,40805,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40806,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40806,2,0,Not Distracted
2018,4,Arizona,40807,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40807,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40808,1,0,Not Distracted
2018,4,Arizona,40808,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40809,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40809,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40810,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40811,1,96,Not Reported
2018,4,Arizona,40811,2,96,Not Reported
2018,4,Arizona,40811,3,96,Not Reported
2018,4,Arizona,40812,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40813,1,0,Not Distracted
2018,4,Arizona,40814,1,0,Not Distracted
2018,4,Arizona,40814,2,96,Not Reported
2018,4,Arizona,40814,3,96,Not Reported
2018,4,Arizona,40815,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40815,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40816,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40816,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40817,1,12,"Distracted by Outside Person, Object or Event"
2018,4,Arizona,40818,1,96,Not Reported
2018,4,Arizona,40818,2,96,Not Reported
2018,4,Arizona,40820,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40821,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40822,1,12,"Distracted by Outside Person, Object or Event"
2018,4,Arizona,40823,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40824,1,0,Not Distracted
2018,4,Arizona,40825,1,96,Not Reported
2018,4,Arizona,40825,2,0,Not Distracted
2018,4,Arizona,40825,3,0,Not Distracted
2018,4,Arizona,40825,4,0,Not Distracted
2018,4,Arizona,40826,1,96,Not Reported
2018,4,Arizona,40826,2,0,Not Distracted
2018,4,Arizona,40827,1,96,Not Reported
2018,4,Arizona,40828,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40829,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40830,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40830,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40831,1,0,Not Distracted
2018,4,Arizona,40833,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40833,2,0,Not Distracted
2018,4,Arizona,40834,1,0,Not Distracted
2018,4,Arizona,40834,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40835,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40836,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40837,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40838,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40839,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40840,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40841,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40842,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40843,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40843,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40844,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40845,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40846,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40847,1,0,Not Distracted
2018,4,Arizona,40849,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40849,2,0,Not Distracted
2018,4,Arizona,40850,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40851,1,0,Not Distracted
2018,4,Arizona,40851,2,0,Not Distracted
2018,4,Arizona,40852,1,0,Not Distracted
2018,4,Arizona,40853,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40853,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40853,3,99,Reported as Unknown if Distracted
2018,4,Arizona,40854,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40854,2,0,Not Distracted
2018,4,Arizona,40855,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40855,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40856,1,0,Not Distracted
2018,4,Arizona,40856,2,0,Not Distracted
2018,4,Arizona,40857,1,96,Not Reported
2018,4,Arizona,40857,2,12,"Distracted by Outside Person, Object or Event"
2018,4,Arizona,40858,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40859,1,0,Not Distracted
2018,4,Arizona,40860,1,96,Not Reported
2018,4,Arizona,40860,2,0,Not Distracted
2018,4,Arizona,40861,1,96,Not Reported
2018,4,Arizona,40861,2,96,Not Reported
2018,4,Arizona,40862,1,96,Not Reported
2018,4,Arizona,40862,2,96,Not Reported
2018,4,Arizona,40862,3,96,Not Reported
2018,4,Arizona,40862,4,96,Not Reported
2018,4,Arizona,40863,1,96,Not Reported
2018,4,Arizona,40864,1,96,Not Reported
2018,4,Arizona,40865,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40865,2,0,Not Distracted
2018,4,Arizona,40865,3,0,Not Distracted
2018,4,Arizona,40866,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40866,2,0,Not Distracted
2018,4,Arizona,40867,1,0,Not Distracted
2018,4,Arizona,40867,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40868,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40869,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40869,2,0,Not Distracted
2018,4,Arizona,40870,1,92,"Distraction (Distracted), Details Unknown"
2018,4,Arizona,40871,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40871,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40872,1,0,Not Distracted
2018,4,Arizona,40872,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40873,1,0,Not Distracted
2018,4,Arizona,40874,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40874,2,0,Not Distracted
2018,4,Arizona,40875,1,0,Not Distracted
2018,4,Arizona,40876,1,0,Not Distracted
2018,4,Arizona,40876,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40877,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40877,2,0,Not Distracted
2018,4,Arizona,40878,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40878,2,0,Not Distracted
2018,4,Arizona,40879,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40879,2,0,Not Distracted
2018,4,Arizona,40880,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40880,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40880,3,0,Not Distracted
2018,4,Arizona,40880,4,0,Not Distracted
2018,4,Arizona,40880,5,0,Not Distracted
2018,4,Arizona,40881,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40881,2,0,Not Distracted
2018,4,Arizona,40881,3,0,Not Distracted
2018,4,Arizona,40882,1,0,Not Distracted
2018,4,Arizona,40883,1,0,Not Distracted
2018,4,Arizona,40884,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40885,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40885,2,0,Not Distracted
2018,4,Arizona,40886,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40887,1,12,"Distracted by Outside Person, Object or Event"
2018,4,Arizona,40889,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40889,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40891,1,0,Not Distracted
2018,4,Arizona,40891,2,0,Not Distracted
2018,4,Arizona,40891,3,0,Not Distracted
2018,4,Arizona,40891,4,0,Not Distracted
2018,4,Arizona,40891,5,0,Not Distracted
2018,4,Arizona,40892,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40893,1,0,Not Distracted
2018,4,Arizona,40893,2,0,Not Distracted
2018,4,Arizona,40894,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40895,1,0,Not Distracted
2018,4,Arizona,40895,2,0,Not Distracted
2018,4,Arizona,40896,1,0,Not Distracted
2018,4,Arizona,40896,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40897,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40898,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40900,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40901,1,0,Not Distracted
2018,4,Arizona,40902,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40902,2,0,Not Distracted
2018,4,Arizona,40903,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40903,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40904,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40904,2,0,Not Distracted
2018,4,Arizona,40904,3,0,Not Distracted
2018,4,Arizona,40905,1,0,Not Distracted
2018,4,Arizona,40905,2,0,Not Distracted
2018,4,Arizona,40906,1,96,Not Reported
2018,4,Arizona,40906,2,96,Not Reported
2018,4,Arizona,40906,3,96,Not Reported
2018,4,Arizona,40906,4,96,Not Reported
2018,4,Arizona,40907,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40907,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40908,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40909,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40910,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40911,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40912,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40913,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40914,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40915,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40916,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40917,1,0,Not Distracted
2018,4,Arizona,40918,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40918,2,0,Not Distracted
2018,4,Arizona,40918,3,0,Not Distracted
2018,4,Arizona,40919,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40919,2,0,Not Distracted
2018,4,Arizona,40920,1,0,Not Distracted
2018,4,Arizona,40921,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40922,1,0,Not Distracted
2018,4,Arizona,40923,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40924,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40924,2,0,Not Distracted
2018,4,Arizona,40925,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40926,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40926,2,0,Not Distracted
2018,4,Arizona,40927,1,0,Not Distracted
2018,4,Arizona,40927,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40928,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40928,2,0,Not Distracted
2018,4,Arizona,40929,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40930,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40930,2,0,Not Distracted
2018,4,Arizona,40931,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40932,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40932,2,99,Reported as Unknown if Distracted
2018,4,Arizona,40933,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40934,1,99,Reported as Unknown if Distracted
2018,4,Arizona,40934,2,0,Not Distracted
2018,4,Arizona,40934,3,0,Not Distracted
2018,4,Arizona,40934,4,12,"Distracted by Outside Person, Object or Event"
2018,4,Arizona,40934,5,99,Reported as Unknown if Distracted
2018,4,Arizona,40935,1,96,Not Reported
